company_name,career_url,website,industry,category,country,state,headquarters,company_size,founded_year,ats_platform,ats_token,ats_confidence,ats_detection_method,internship_available,graduate_program,freshers_hiring,remote_friendly,ai_hiring_score,hiring_frequency,preferred_roles,preferred_technologies,tech_stack,career_status,last_verified_date,india_priority,ai_data_relevance,fresher_potential,url_confidence,recommended_for_ai_data,source,http_status,redirect_url,verified_career_url,discovered_ats_url,ats_tenant,ats_board,active_status
Sun Life,https://www.sunlife.com/careers,https://www.sunlife.com/,Insurance,bfsi,CA,Unknown,Canada,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,9,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,blocked,2026-08-09,Tier 2,High,Possible,Verify,Monitor,mnc_excel_2026,403,http://www.sunlife.ca/career,,,,,True
SUN Mobility,https://www.sunmobility.co.in/careers,https://www.sunmobility.co.in/,Battery swapping,climate_ev,IN,Karnataka,Bengaluru,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,5,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,not_found,2026-07-22,,,,,,,,,,,,,False
Sun Pharma,https://sunpharma.com/careers,https://www.sunpharma.com/,Pharmaceuticals,pharma,IN,Maharashtra,"Mumbai, Maharashtra",large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,5,Unknown,Data Engineer; QA Engineer; Software Engineer,Python; SQL; SAP; Validation,Python; SQL; SAP; Validation,redirected,2026-08-09,Tier 1,High,Possible,High,Monitor,indian_seed+mnc_excel_2026,200,https://sunpharma.com/careers/,https://sunpharma.com/careers/,,,,True
Sunfox Technologies,https://sunfox.in/careers,https://www.sunfox.in/,Medical devices,healthtech,IN,Uttarakhand,Dehradun,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Backend Engineer; ML Engineer; Data Scientist; QA Engineer,Python; FastAPI; AWS; SQL; ML,Python; FastAPI; AWS; SQL; ML,working,2026-07-22,,,,,,,,,,,,,True
Sunstone,https://sunstone.in/careers,https://www.sunstone.in/,EdTech/higher-ed,startup,IN,Haryana,Gurugram,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,4,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,working,2026-07-22,,,,,,,,,,,,,True
SuperAGI,https://superagi.com/careers/,https://www.superagi.com/,Agentic AI framework,ai_genai,IN,Karnataka,Bengaluru,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,7,Unknown,AI Engineer; ML Engineer; GenAI Engineer; NLP Engineer; Data Scientist,Python; PyTorch; LangChain; LLM; Transformers,Python; PyTorch; LangChain; LLM; Transformers,timeout,2026-07-22,,,,,,,,,,,,,True
SuperGaming,https://www.supergaming.com/careers,https://www.supergaming.com/,Game Development,gaming,IN,Maharashtra,Pune,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Backend Engineer; Game Developer; Data Scientist; SDET,Java; Unity; Python; AWS; Go,Java; Unity; Python; AWS; Go,working,2026-07-22,,,,,,,,,,,,,True
SuperOps,https://superops.com/careers,https://www.superops.com/,MSP SaaS,saas,IN,Tamil Nadu,Chennai,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,7,Unknown,Backend Engineer; Full Stack Engineer; SDET; DevOps Engineer,Node.js; React; Python; AWS; Kubernetes,Node.js; React; Python; AWS; Kubernetes,working,2026-07-22,,,,,,,,,,,,,True
Sutherland Global Services,https://www.sutherlandglobal.com/careers,https://www.sutherlandglobal.com/,Business Process Management,it_services,IN,Tamil Nadu,Chennai,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Software Engineer; QA Engineer; Data Engineer,Java; Python; .NET; SQL; AWS,Java; Python; .NET; SQL; AWS,redirect,2026-07-22,,,,,,,,,,,,,True
Suzlon Energy,https://www.suzlon.com/careers,https://www.suzlon.com/,Wind Energy,energy,IN,Maharashtra,Pune,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Software Engineer; Data Engineer; QA Engineer,Python; SQL; SCADA; Cloud,Python; SQL; SCADA; Cloud,working,2026-07-22,,,,,,,,,,,,,True
Suzuki Motor Corporation,https://www.suzukimotorcorporation.com/careers,https://www.suzukimotorcorporation.com/,Automotive & Mobility,automotive,JP,Unknown,Japan,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,7,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,unverified,2026-08-09,Tier 2,Medium,Possible,Verify,Monitor,mnc_excel_2026,0,,,,,,True
Svaya Robotics,https://svayarobotics.com/careers,https://www.svayarobotics.com/,Humanoid robotics,robotics,IN,Telangana,Hyderabad,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,8,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,working,2026-07-22,,,,,,,,,,,,,True
Swaayatt Robots,https://www.swaayatt.com/,https://www.swaayatt.com/,Autonomous driving,deeptech,IN,Madhya Pradesh,Bhopal,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,8,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,redirect,2026-07-22,,,,,,,,,,,,,True
Swiggy,https://careers.swiggy.com,https://www.careers.swiggy.com/,Food Delivery,unicorn,IN,Karnataka,"Bengaluru, Karnataka",large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,8,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,working,2026-07-22,,,,,,,,,,,,,True
Swiss Re India,https://careers.swissre.com,https://www.swissre.com/,Reinsurance,gcc,IN,Karnataka,Bengaluru,large,Unknown,successfactors,performancemanager,0.95,page_body,Unknown,Unknown,Possible,Yes,6,Unknown,Software Engineer; ML Engineer; Data Engineer; SDET,Java; Python; AWS; Kubernetes; React,Java; Python; AWS; Kubernetes; React,working,2026-08-09,Tier 2,High,Possible,High,Monitor,indian_seed+mnc_excel_2026,200,,https://careers.swissre.com/,https://rmkcdn.successfactors.com/31fd1218/9955c263-b9cd-4302-ac57-f.png,,,True
Swisscom,https://www.swisscom.com/careers,https://www.swisscom.com/,"Telecom, Media & Entertainment",telecom,CH,Unknown,Switzerland,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,9,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,redirected,2026-08-09,Tier 2,High,Possible,High,Monitor,mnc_excel_2026,200,https://www.swisscom.ch/careers,https://www.swisscom.ch/careers/,,,,True
Synapsica,https://synapsica.com/careers/,https://www.synapsica.com/,Medical imaging AI,ai_genai,IN,Karnataka,Bengaluru,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,7,Unknown,AI Engineer; ML Engineer; GenAI Engineer; NLP Engineer; Data Scientist,Python; PyTorch; LangChain; LLM; Transformers,Python; PyTorch; LangChain; LLM; Transformers,not_found,2026-07-22,,,,,,,,,,,,,False
Synchrony India,https://www.synchronycareers.com,https://www.synchrony.com/,Financial Services,gcc,IN,Telangana,Hyderabad,enterprise,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,6,Unknown,Software Engineer; ML Engineer; Data Engineer; SDET,Java; Python; AWS; Kubernetes; React,Java; Python; AWS; Kubernetes; React,working,2026-07-22,,,,,,,,,,,,,True
Syngene International,https://www.syngeneintl.com/careers/,https://www.syngeneintl.com/,Contract Research (CRO),pharma,IN,Karnataka,Bengaluru,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,7,Unknown,Data Engineer; QA Engineer; Software Engineer,Python; SQL; SAP; Validation,Python; SQL; SAP; Validation,working,2026-07-22,,,,,,,,,,,,,True
Syngenta,https://www.syngenta.com/careers,https://www.syngenta.com/,"Food, Agriculture & Chemicals",other,CH,Unknown,Switzerland,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,7,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,working,2026-08-09,Tier 2,Medium,Possible,High,Monitor,mnc_excel_2026,,,,,,,True
Synopsys,https://www.synopsys.com/careers.html,https://www.synopsys.com/,EDA/Semiconductors,product,IN,Karnataka,Bengaluru,enterprise,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Yes,Yes,7,Unknown,Software Engineer; ML Engineer; Data Scientist; SDET,Java; Python; Go; Kubernetes; ML,Java; Python; Go; Kubernetes; ML,redirect,2026-07-22,Tier 2,Medium,Strong,High,Monitor,indian_seed+mnc_excel_2026,,,,,,,True
Syrma SGS Technology,https://www.syrmasgs.com/careers/,https://www.syrmasgs.com/,Electronics Manufacturing,manufacturing,IN,Tamil Nadu,Chennai,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,5,Unknown,Software Engineer; Data Engineer; QA Engineer,Python; SQL; SAP; IoT,Python; SQL; SAP; IoT,timeout,2026-07-22,,,,,,,,,,,,,True
T-Mobile,https://www.t-mobile.com/careers,https://www.t-mobile.com/,"Telecom, Media & Entertainment",telecom,US,Unknown,USA,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,9,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,unverified,2026-08-09,Tier 2,High,Possible,Verify,Monitor,mnc_excel_2026,0,,,,,,True
T-Systems,https://www.t-systems.com/careers,https://www.t-systems.com/,IT Services & Consulting,it_services,DE,Unknown,Germany,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Yes,Unknown,7,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,redirected,2026-08-09,Tier 2,Medium,Strong,High,Monitor,mnc_excel_2026,200,https://www.t-systems.com/de/en/company/careers,https://www.t-systems.com/de/en/company/careers,,,,True
Take-Two Interactive,https://www.take-twointeractive.com/careers,https://www.take-twointeractive.com/,"Telecom, Media & Entertainment",telecom,US,Unknown,USA,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,9,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,unverified,2026-08-09,Tier 2,High,Possible,Verify,Monitor,mnc_excel_2026,0,,,,,,True
Takeda India,https://www.takedajobs.com/,https://www.takeda.com/,Pharma,pharma,IN,Karnataka,Bengaluru,enterprise,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,7,Unknown,Data Engineer; QA Engineer; Software Engineer,Python; SQL; SAP; Validation,Python; SQL; SAP; Validation,timeout,2026-07-22,Tier 1,High,Possible,High,Monitor,indian_seed+mnc_excel_2026,,,,,,,True
Talview,https://careers.talview.com/,https://www.talview.com/,HR-tech (hiring & proctoring AI),saas,IN,Karnataka,Bengaluru,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Yes,8,Unknown,Backend Engineer; Full Stack Engineer; SDET; DevOps Engineer,Node.js; React; Python; AWS; Kubernetes,Node.js; React; Python; AWS; Kubernetes,working,2026-07-22,,,,,,,,,,,,,True
Tan90 Thermal Solutions,https://www.tan90.in/,https://www.tan90.in/,Cold chain deeptech,climate_ev,IN,Tamil Nadu,Chennai,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,5,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,homepage_only,2026-07-22,,,,,,,,,,,,,True
Tanla Platforms,https://www.tanla.com/careers,https://www.tanla.com/,CPaaS / Communications,it_services,IN,Telangana,Hyderabad,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Software Engineer; QA Engineer; Data Engineer,Java; Python; .NET; SQL; AWS,Java; Python; .NET; SQL; AWS,working,2026-07-22,,,,,,,,,,,,,True
Target India,https://india.target.com/careers,https://www.india.target.com/,Retail Technology,ecommerce,IN,Karnataka,"Bengaluru, Karnataka",large,Unknown,workday,Unknown,0.85,seed,Unknown,Unknown,Possible,Unknown,8,Unknown,Backend Engineer; Data Scientist; SDET; Full Stack Engineer,Java; Python; React; AWS; Kafka,Java; Python; React; AWS; Kafka,working,2026-07-22,Tier 2,High,Possible,High,Monitor,indian_seed+mnc_excel_2026,,,,,,,True
Tartan,https://www.tartanhq.com/,https://www.tartanhq.com/,Financial Data / Payroll APIs,fintech,IN,Karnataka,Bengaluru,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Backend Engineer; Data Engineer; SDET; ML Engineer,Java; Python; Kafka; AWS; SQL,Java; Python; Kafka; AWS; SQL,homepage_only,2026-07-22,,,,,,,,,,,,,True
Tata 1mg,https://jobs.1mg.com/,https://www.1mg.com/,HealthTech,healthtech,IN,Haryana,"Gurugram, Haryana",large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,7,Unknown,Backend Engineer; ML Engineer; Data Scientist; QA Engineer,Python; FastAPI; AWS; SQL; ML,Python; FastAPI; AWS; SQL; ML,redirect,2026-07-22,,,,,,,,,,,,,True
Tata Advanced Systems,https://www.tataadvancedsystems.com/careers,https://www.tataadvancedsystems.com/,Aerospace & Defense,aerospace,IN,Telangana,Hyderabad,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,working,2026-07-22,,,,,,,,,,,,,True
Tata AIG General Insurance,https://www.tataaig.com/careers,https://www.tataaig.com/,General Insurance,bfsi,IN,Maharashtra,Mumbai,large,Unknown,successfactors,performancemanager10,0.95,page_body,Unknown,Unknown,Unknown,Unknown,6,Unknown,Backend Engineer; Data Engineer; QA Engineer; Software Engineer,Java; Python; SQL; AWS; .NET,Java; Python; SQL; AWS; .NET,redirect,2026-07-22,,,,,,,,,,,,,True
Tata Capital,https://www.tatacapital.com/careers.html,https://www.tatacapital.com/,NBFC / Financial Services,bfsi,IN,Maharashtra,Mumbai,large,Unknown,oracle,em2,0.95,page_body,Unknown,Unknown,Unknown,Unknown,6,Unknown,Backend Engineer; Data Engineer; QA Engineer; Software Engineer,Java; Python; SQL; AWS; .NET,Java; Python; SQL; AWS; .NET,working,2026-07-22,,,,,,,,,,,,,True
Tata Chemicals,https://www.tatachemicals.com/careers,https://www.tatachemicals.com/,Chemicals,manufacturing,IN,Maharashtra,Mumbai,enterprise,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Software Engineer; Data Engineer; QA Engineer,Python; SQL; SAP; IoT,Python; SQL; SAP; IoT,working,2026-07-22,,,,,,,,,,,,,True
Tata CLiQ,https://www.tatacliq.com/careers,https://www.tatacliq.com/,Fashion & Electronics E-commerce,ecommerce,IN,Maharashtra,Mumbai,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Backend Engineer; Data Scientist; SDET; Full Stack Engineer,Java; Python; React; AWS; Kafka,Java; Python; React; AWS; Kafka,working,2026-07-22,,,,,,,,,,,,,True
Tata Communications,https://jobs.tatacommunications.com/,https://www.tatacommunications.com/,Telecom & Connectivity,telecom,IN,Maharashtra,Mumbai,enterprise,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,8,Unknown,Software Engineer; Data Engineer; QA Engineer,Java; Python; SQL; Cloud,Java; Python; SQL; Cloud,working,2026-07-22,,,,,,,,,,,,,True
Tata Consumer Products,https://careers.tataconsumer.com/,https://www.tataconsumer.com/,FMCG (Food & Beverage),retail,IN,Maharashtra,Mumbai,enterprise,Unknown,successfactors,performancemanager5,0.95,page_body,Unknown,Unknown,Unknown,Unknown,6,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,working,2026-07-22,,,,,,,,,,,,,True
Tata Electronics,https://www.tataelectronics.com/careers,https://www.tataelectronics.com/,Semiconductors & Electronics,manufacturing,IN,Karnataka,Bengaluru,enterprise,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,8,Unknown,Software Engineer; Data Engineer; QA Engineer,Python; SQL; SAP; IoT,Python; SQL; SAP; IoT,timeout,2026-07-22,,,,,,,,,,,,,True
Tata Elxsi,https://www.tataelxsi.com/careers,https://www.tataelxsi.com/,Design & Engineering Services,it_services,IN,Karnataka,"Bengaluru, Karnataka",large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,7,Unknown,Software Engineer; QA Engineer; Data Engineer,Java; Python; .NET; SQL; AWS,Java; Python; .NET; SQL; AWS,working,2026-07-22,,,,,,,,,,,,,True
Tata Group,https://www.tata.com/careers,https://www.tata.com/,Conglomerate,conglomerate,IN,Maharashtra,"Mumbai, Maharashtra",large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,7,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,working,2026-07-22,,,,,,,,,,,,,True
Tata Motors,https://www.tatamotors.com/careers,https://www.tatamotors.com/,Automotive,automotive,IN,Maharashtra,"Mumbai, Maharashtra",large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,6,Unknown,Embedded Engineer; Software Engineer; Data Engineer; QA Engineer,C++; Python; AUTOSAR; MATLAB,C++; Python; AUTOSAR; MATLAB,redirected,2026-08-09,Tier 2,Medium,Possible,High,Monitor,indian_seed+mnc_excel_2026,200,https://www.tatamotors.com/careers/,https://www.tatamotors.com/careers/,,,,True
Tata Neu,https://www.tatadigital.com/careers,https://www.tatadigital.com/,Super App Commerce,ecommerce,IN,Maharashtra,Mumbai,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,7,Unknown,Backend Engineer; Data Scientist; SDET; Full Stack Engineer,Java; Python; React; AWS; Kafka,Java; Python; React; AWS; Kafka,redirect,2026-07-22,,,,,,,,,,,,,True
Tata Power,https://www.tatapower.com/careers,https://www.tatapower.com/,Power & Utilities,energy,IN,Maharashtra,"Mumbai, Maharashtra",large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,5,Unknown,Software Engineer; Data Engineer; QA Engineer,Python; SQL; SCADA; Cloud,Python; SQL; SCADA; Cloud,redirect,2026-07-22,,,,,,,,,,,,,True
Tata Steel,https://www.tatasteel.com/careers,https://www.tatasteel.com/,Steel Manufacturing,manufacturing,IN,Maharashtra,"Mumbai, Maharashtra",large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,5,Unknown,Software Engineer; Data Engineer; QA Engineer,Python; SQL; SAP; IoT,Python; SQL; SAP; IoT,working,2026-07-22,,,,,,,,,,,,,True
Tata Technologies,https://www.tatatechnologies.com/en/careers/,https://www.tatatechnologies.com/,Engineering R&D Services,it_services,IN,Maharashtra,Pune,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Software Engineer; QA Engineer; Data Engineer,Java; Python; .NET; SQL; AWS,Java; Python; .NET; SQL; AWS,working,2026-07-22,,,,,,,,,,,,,True
Tavant Technologies,https://www.tavant.com/careers,https://www.tavant.com/,Digital Product Engineering,it_services,IN,Karnataka,Bengaluru,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,7,Unknown,Software Engineer; QA Engineer; Data Engineer,Java; Python; .NET; SQL; AWS,Java; Python; .NET; SQL; AWS,redirect,2026-07-22,,,,,,,,,,,,,True
TBO (Travel Boutique Online),https://www.tbo.com/careers,https://www.tbo.com/,Travel,travel,IN,Haryana,Gurugram,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Software Engineer; Data Analyst; QA Engineer,Python; SQL; Java,Python; SQL; Java,working,2026-07-22,,,,,,,,,,,,,True
TCS,https://www.tcs.com/careers,https://www.tcs.com/,IT Services,it_services,IN,Maharashtra,"Mumbai, Maharashtra",large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Yes,Unknown,7,Unknown,Software Engineer; QA Engineer; Data Engineer,Java; Python; .NET; SQL; AWS,Java; Python; .NET; SQL; AWS,blocked,2026-07-22,Tier 2,Medium,Strong,High,Monitor,indian_seed+mnc_excel_2026,,,,,,,True
TD Bank,https://www.tdbank.com/careers,https://www.tdbank.com/,Banking & Financial Services,bfsi,CA,Unknown,Canada,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Yes,Unknown,9,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,unverified,2026-08-09,Tier 1,High,Strong,Verify,Monitor,mnc_excel_2026,200,https://careers.td.com/,,,,,True
TE Connectivity,https://www.teconnectivity.com/careers,https://www.teconnectivity.com/,Semiconductors & Electronics,manufacturing,CH,Unknown,Switzerland,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,9,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,unverified,2026-08-09,Tier 1,High,Possible,Verify,Monitor,mnc_excel_2026,0,,,,,,True
Teachmint,https://teachmint.com/careers/,https://www.teachmint.com/,EdTech SaaS,edtech,IN,Karnataka,Bengaluru,mid,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Backend Engineer; Full Stack Engineer; Data Analyst; SDET,Node.js; React; Python; AWS,Node.js; React; Python; AWS,redirect,2026-07-22,,,,,,,,,,,,,True
Tech Mahindra,https://careers.techmahindra.com,https://www.careers.techmahindra.com/,IT Services,it_services,IN,Maharashtra,"Pune, Maharashtra",large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Yes,Unknown,6,Unknown,Software Engineer; QA Engineer; Data Engineer,Java; Python; .NET; SQL; AWS,Java; Python; .NET; SQL; AWS,working,2026-07-22,Tier 2,Medium,Strong,High,Monitor,indian_seed+mnc_excel_2026,,,,,,,True
Tejas Networks,https://tejasnetworks.com/careers/,https://www.tejasnetworks.com/,Networking Products,telecom,IN,Karnataka,Bengaluru,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,7,Unknown,Software Engineer; Data Engineer; QA Engineer,Java; Python; SQL; Cloud,Java; Python; SQL; Cloud,redirect,2026-07-22,,,,,,,,,,,,,True
Tektronix,https://www.tektronix.com/careers,https://www.tektronix.com/,Semiconductors & Electronics,manufacturing,US,Unknown,USA,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,9,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,blocked,2026-08-09,Tier 1,High,Possible,Verify,Monitor,mnc_excel_2026,403,https://www.tek.com/careers,,,,,True
Telefonica,https://www.telefonica.com/careers,https://www.telefonica.com/,"Telecom, Media & Entertainment",telecom,ES,Unknown,Spain,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,9,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,not_found,2026-08-09,Tier 2,High,Possible,Broken,Monitor,mnc_excel_2026,404,,,,,,False
Teleperformance India,https://www.teleperformance.com/en-us/careers/,https://www.teleperformance.com/,Customer Experience BPM,it_services,IN,Maharashtra,Mumbai,enterprise,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,5,Unknown,Software Engineer; QA Engineer; Data Engineer,Java; Python; .NET; SQL; AWS,Java; Python; .NET; SQL; AWS,unreachable,2026-07-22,,,,,,,,,,,,,True
Telstra,https://www.telstra.com/careers,https://www.telstra.com/,"Telecom, Media & Entertainment",telecom,AU,Unknown,Australia,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,9,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,redirected,2026-08-09,Tier 2,High,Possible,High,Monitor,mnc_excel_2026,200,https://www.telstra.com.au/careers,https://www.telstra.com.au/careers/in,,,,True
Ten3T Healthcare,https://ten3thealthcare.com/,https://www.ten3thealthcare.com/,Medtech / Remote Monitoring,healthtech,IN,Karnataka,Bengaluru,startup,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,6,Unknown,Backend Engineer; ML Engineer; Data Scientist; QA Engineer,Python; FastAPI; AWS; SQL; ML,Python; FastAPI; AWS; SQL; ML,unreachable,2026-07-22,,,,,,,,,,,,,True
Tenet Diagnostics / Apollo Diagnostics,https://www.apollodiagnostics.in/,https://www.apollodiagnostics.in/,Diagnostics,healthtech,IN,Telangana,Hyderabad,large,Unknown,Unknown,Unknown,Unknown,none,Unknown,Unknown,Unknown,Unknown,5,Unknown,Backend Engineer; ML Engineer; Data Scientist; QA Engineer,Python; FastAPI; AWS; SQL; ML,Python; FastAPI; AWS; SQL; ML,homepage_only,2026-07-22,,,,,,,,,,,,,True
Teradyne,https://www.teradyne.com/careers,https://www.teradyne.com/,Semiconductors & Electronics,manufacturing,US,Unknown,USA,large,Unknown,Unknown,Unknown,0,none,Unknown,Unknown,Possible,Unknown,9,Unknown,AI Engineer; Machine Learning Engineer; Data Scientist; Data Engineer; Data Analyst; Software Engineer; Backend Engineer,Python; Machine Learning; SQL; Cloud; Data Engineering,Python; Machine Learning; SQL; Cloud; Data Engineering,blocked,2026-08-09,Tier 1,High,Possible,Verify,Monitor,mnc_excel_2026,403,,,,,,True
